M,l
1.2317791411042944, 5.481283422459894
1.4121472392638037, 4.048128342245988
1.4370552147239264, 3.9197860962566846
1.4130061349693253, 4.647058823529411
1.4293251533742333, 4.540106951871657
1.7411042944785275, 2.743315508021391
