  -1.3999786341607062E-005  -1.0316945049940987E-005   7.1569461641814245E-006
  -1.1577968568180549E-006   9.1747760541064250E-007  -7.8691453735038998E-006
  -1.2682753530906372E-005   5.0082054011738562E-006   5.0202941767781006E-006
   1.2171400039460599E-005  -3.2619438089030554E-006   5.4365730148384257E-007
   9.2670287851967514E-006  -1.3031987157343977E-005  -1.2503076521777493E-005
   8.3160114078370973E-007   4.7921790955669265E-006  -1.3784454310900723E-005
  -3.2643670953349255E-006  -1.2128421752825944E-005  -2.3103933276018762E-006
   5.2296333180952732E-006   2.4913444456142568E-006   1.2052219360440212E-005
   9.6926727050205413E-006   7.5400256920228354E-007  -1.1424987764123429E-005
   4.3097247968582487E-006  -2.3520231187565367E-006   5.6333331919539587E-006
   1.1488981217941353E-005   7.3415431790962212E-006  -6.6513204406655263E-006
  -1.2670997587637713E-005   6.6102905106543708E-006  -4.8094425079989265E-006
   3.7138767148665267E-006   7.1794891176157200E-006   1.3749046290970589E-005
  -3.7705202007464649E-006  -7.0829124271857245E-006   1.3511404003362570E-005
   6.2344894251773961E-006   7.0939597904390826E-006   4.2425136459048936E-006
  -1.1964799850773230E-005   3.6857719328329923E-006   1.0771795245630980E-005
  -6.3641242820278339E-006  -1.7804813340056933E-006   7.4618530085043822E-006
  -6.2351226649218910E-007  -7.3423175626391880E-006  -6.3026141961235616E-006
  -3.9405841727902392E-006  -9.3378038170615187E-006  -3.7751865291648593E-007
   1.1134372683070052E-005   1.1457824678103024E-005  -1.2304200141359197E-005
   1.1330285997394754E-005   1.2663841215585468E-007   4.5617198828919441E-007
  -5.0670785775999228E-006   1.3625972713400460E-005  -1.6865539508199856E-007
  -6.5479602648400598E-006  -1.1459481210386439E-005   1.2537395445641041E-005
  -1.1935026138690198E-005   1.9793510387037909E-008  -3.2440261758916525E-006
  -6.2417116007573064E-006   1.1586887330365062E-005   8.3292293338291159E-007
  -9.9552345024533397E-007   1.2347431151687061E-005  -1.2597651449822406E-005
   7.3223972135683883E-006   7.5657272147850937E-006   9.1788825757025023E-006
  -1.0489772770146729E-005  -1.3555710758316624E-005   5.2767429218581689E-006
   1.0310916874602203E-005   3.6272125152562312E-006   6.6142844986813963E-006
   6.3115329583080752E-006   1.3984819376923171E-005   1.0880016299434896E-005
  -7.4705447962021641E-006  -5.4229945999557157E-006  -4.1715774430810607E-006
   3.7165737058265143E-007   2.5511798794231478E-006   9.6874770873578778E-006
  -2.4617385802104888E-006   9.5622939822051847E-006  -6.4591197804452199E-006
  -2.3689527451786372E-006   1.0445098850581785E-006  -8.9831828844241356E-007
  -5.9580602495447462E-006  -9.0068282853654133E-006  -9.6958427184402722E-006
   2.0063342997440631E-006   8.4673576141200239E-006  -1.3074498143564772E-005
   9.6459483856805011E-007  -4.2557716262181002E-008   1.2750099149938000E-005
